# Pointing,RA,DEC,integration time, IDs
P314+05,314.160575,5.43257444444,0.0,None
P309+20,309.696970833,20.4571152778,0.0,None
P067+19,67.7553083333,18.9396113889,0.0,None
P128+07,128.598016667,6.79867166667,0.0,None
P309+23,309.3438875,22.9643311111,0.0,None
P327+73,327.995345833,73.3035611111,0.0,None
P034+09,34.9870833333,8.635445,0.0,None
P028+49,28.064325,48.7365130556,0.0,None
P149+70,149.752083333,69.6556377778,0.0,None
P034+06,34.8135416667,6.12378277778,0.0,None
P083+14,83.3119333333,14.0345763889,0.0,None
P139+19,139.01735,19.4092455556,0.0,None
P036+24,36.7397708333,23.710905,0.0,None
P243+12,243.877966667,12.4548211111,0.0,None
P243+15,243.748104167,14.96412,0.0,None
P014+29,14.4241541667,28.5405522222,18.56, 548629
P220+12,220.026091667,12.3139413889,0.0,None
P339+46,339.783041667,45.8086938889,0.0,None
P359+59,359.430833333,58.5265788889,0.0,None
P339+43,339.858208333,43.2996083333,0.0,None
P293+43,293.755745833,42.9207344444,0.0,None
P019+36,19.3491166667,36.1130019444,8.01, 593257
P019+34,19.8105083333,33.6070433333,8.01, 556778
P239+27,239.5789875,27.4886655556,0.0,None
P198+57,198.624679167,57.3727055556,8.01, 524836
P239+22,239.192425,22.4663186111,0.0,None
P341+48,341.145229167,48.3301333333,0.0,None
P264+03,264.110491667,2.54561027778,0.0,None
P315+21,315.223416667,20.5021777778,0.0,None
P132+42,132.452395833,41.9608611111,0.0,None
P211+15,211.609083333,14.7774083333,0.0,None
P315+28,315.630704167,28.0356761111,0.0,None
P001+51,1.36616666667,51.0153980556,0.0,None
P175+25,175.816545833,24.6276388889,0.0,None
P175+27,175.4844375,27.1357497222,0.0,None
P148+77,148.2555,77.1626413889,0.0,None
P249+15,249.107395833,14.9977611111,0.0,None
P249+12,249.180179167,12.4881163889,0.0,None
P116+04,116.74465,4.21701361111,0.0,None
P289+40,289.413870833,40.3778572222,0.0,None
P214+52,214.9303,52.4428138889,8.68, 343226
P214+55,214.067295833,54.9472733333,8.68, 343224
P116+02,116.465279167,1.70509861111,0.0,None
P080+52,80.1256875,51.6599611111,0.0,None
P248+73,248.2241125,72.7052708333,0.0,None
P012+76,12.6635458333,76.1946086111,0.0,None
P320+41,320.054958333,40.6218794444,0.0,None
P116+09,116.219954167,9.23408166667,0.0,None
P264+08,264.262991667,7.56700527778,0.0,None
P141+34,141.7068625,34.48415,0.0,None
P064+04,64.8474583333,3.85644166667,0.0,None
P064+01,64.6776625,1.34488083333,0.0,None
P063+21,63.3348791667,21.4156980556,0.0,None
P213+57,213.049320833,57.4507255556,0.0,None
P170+72,170.693441667,72.2735138889,0.0,None
P264+05,264.773145833,5.0603075,0.0,None
P033+04,33.7186166667,3.60436472222,0.0,None
P321+48,321.7055,48.1648063889,0.0,None
P098+04,98.5774375,4.0999325,0.0,None
P025+64,25.2027625,63.7673319444,0.0,None
P313+08,313.8974625,7.94061527778,0.0,None
P080+54,80.0299916667,54.1684227778,0.0,None
P098+02,98.3385583333,1.58813305556,0.0,None
P313+00,313.361279167,0.405594166667,0.0,None
P313+03,313.346791667,2.91570472222,0.0,None
P241+15,241.068791667,14.9475961111,0.0,None
P241+12,241.227108333,12.4384647222,0.0,None
P036+16,36.8972791667,16.1819330556,0.0,None
P008+23,8.49314583333,23.4689783333,0.0,None
P094+27,94.1992666667,26.6611575,0.0,None
P240+70,240.2443875,70.1494277778,0.0,None
P252+25,252.834354167,25.0618513889,0.0,None
P077+14,77.9760041667,13.9958738889,0.0,None
P089+59,89.6889583333,59.2553272222,0.0,None
P037+71,37.3822875,71.3936944444,0.0,None
P077+17,77.3609,16.5014733333,0.0,None
P094+29,94.2370208333,29.1714638889,0.0,None
P320+33,320.927275,33.0994919444,0.0,None
P140+04,140.106420833,4.35479166667,0.0,None
P077+11,77.1659583333,11.4797666667,0.0,None
P298+38,298.360583333,37.9368211111,0.0,None
P050+46,50.7406958333,46.4151163889,0.0,None
P018+41,18.2551583333,41.1233052778,0.0,None
P171+77,171.7495,77.2873019444,0.0,None
P112+32,112.4230625,31.800725,0.0,None
P168+15,168.797441667,14.5506055556,0.0,None
P280+78,280.530758333,77.9339888889,0.0,None
P311+43,311.4524875,43.0608758333,0.0,None
P032+34,32.251225,33.7131986111,0.0,None
P032+36,32.176025,36.2224902778,0.0,None
P062+44,62.1538,43.9959972222,45.96, 423921
P113+52,113.603633333,51.8857383333,0.0,None
P062+47,62.0159375,46.5046333333,45.96, 423923
P310+25,310.082825,25.4803591667,0.0,None
P206+75,206.536404167,74.9673327778,0.0,None
P356+36,356.945458333,35.918375,8.01, 548715
P097+42,97.6935416667,41.7441586111,0.0,None
P091+49,91.196725,49.2287405556,0.0,None
P308+38,308.2130875,38.0152138889,0.0,None
P122+42,122.012441667,41.8991633333,0.0,None
P295+50,295.907691667,50.4662188889,0.0,None
P122+47,122.442916667,46.9210511111,0.0,None
P295+55,295.738608333,55.4836691667,0.0,None
P262+05,262.174558333,5.04270138889,0.0,None
P058+44,58.5558291667,43.9677027778,0.0,None
P122+49,122.982854167,49.4338302778,0.0,None
P058+46,58.2554666667,46.4752333333,0.0,None
P080+17,80.0607916667,16.5212102778,0.0,None
P259+15,259.828525,15.0675444444,0.0,None
P059+49,59.5520625,48.9948291667,0.0,None
P259+13,259.786641667,12.5571527778,0.0,None
P118+32,118.516325,31.8385991667,0.0,None
P179+05,179.051870833,4.56379194444,0.0,None
P261+08,261.651808333,7.54935333333,0.0,None
P271+10,271.144854167,10.1246766667,0.0,None
P059+41,59.6058333333,41.4661961111,0.0,None
P261+03,261.519454167,2.52810833333,0.0,None
P261+00,261.592195833,0.0183916666667,0.0,None
P134+44,134.4438375,44.4820116667,0.0,None
P010+01,10.3102083333,0.893297777778,0.0,None
P144+19,144.507058333,19.4399886111,0.0,None
P010+03,10.37905,3.40413388889,0.0,None
P144+14,144.7352375,14.4211777778,0.0,None
P144+17,144.934891667,16.9323033333,0.0,None
P200+37,200.3331625,37.3059311111,0.0,None
P176+10,176.567920833,9.57108722222,0.0,None
P233+43,233.860045833,42.5133161111,8.01, 370474
P207+45,207.269708333,44.8723669444,8.68, 342952
P143+12,143.249808333,11.9027588889,0.0,None
P173+02,173.44215,2.02427416667,0.0,None
P173+05,173.860041667,4.53662444444,0.0,None
P096+64,96.2445791667,64.3175811111,0.0,None
P051+44,51.3650791667,43.9104508333,0.0,None
P011+08,11.42995,8.43368416667,0.0,None
P051+49,51.6649125,48.9321786111,0.0,None
P269+18,269.634445833,17.6444736111,0.0,None
P108+74,108.190354167,74.4240761111,0.0,None
P172+07,172.9259625,7.04189027778,0.0,None
P012+03,12.9720875,3.42664583333,0.0,None
P012+01,12.8989416667,0.915774166667,0.0,None
P315+26,315.818995833,25.5272025,0.0,None
P031+24,31.086275,23.6633219444,0.0,None
P051+14,51.3104333333,13.7902722222,0.0,None
P110+39,110.7457375,39.3196791667,0.0,None
P219+22,219.593958333,22.3517533333,0.0,None
P110+34,110.3344375,34.2974025,0.0,None
P112+17,112.480279167,16.7410441667,0.0,None
P219+27,219.163083333,27.3693208333,0.0,None
P112+14,112.675958333,14.2321786111,0.0,None
P232+68,232.202783333,67.5935725,0.0,None
P090+24,90.5468916667,24.1259680556,0.0,None
P330+26,330.169479167,25.6472683333,0.0,None
P337+73,337.040375,73.3805180556,0.0,None
P090+42,90.756425,41.6967630556,0.0,None
P090+44,90.997225,44.2081488889,0.0,None
P331+78,331.047270833,78.3374175,0.0,None
P099+07,99.9280583333,6.61914694444,0.0,None
P260+28,260.017954167,27.6190252778,8.01, 566197
P178+25,178.664441667,24.6424083333,0.0,None
P264+00,264.1806375,0.0358811111111,0.0,None
P260+20,260.0270125,20.0890288889,0.0,None
P177+22,177.643458333,22.12706,7.41, 591537
P305+35,305.94085,35.4868927778,0.0,None
P177+20,177.466633333,19.6161611111,0.0,None
P305+33,305.487470833,32.9734666667,0.0,None
P145+57,145.9891375,57.0938358333,8.01, 434246
P084+24,84.8749708333,24.0860566667,0.0,None
P225+70,225.012079167,70.0588588889,0.0,None
P324+28,324.432083333,28.1088494444,0.0,None
P133+47,133.822404167,46.9880388889,0.0,None
P253+53,253.259216667,52.6718844444,0.0,None
P324+26,324.427558333,25.5987825,0.0,None
P087+44,87.386175,44.1829291667,0.0,None
P247+33,247.001,32.5545044444,0.0,None
P087+42,87.2898083333,41.6725302778,0.0,None
P087+49,87.2330666667,49.2010747222,0.0,None
P189+82,189.080629167,82.3693486111,0.0,None
P092+07,92.1109,6.56607972222,0.0,None
P035+14,35.322825,13.6585994444,0.0,None
P153+72,153.703066667,72.1835288889,0.0,None
P130+22,130.178641667,21.8685036111,0.0,None
P270+90,270.0,89.9001388889,0.0,None
P092+09,92.6225041667,9.0797725,0.0,None
P013+21,13.35395,21.0011086111,0.0,None
P235+20,235.2328625,19.9324036111,0.0,None
P277+55,277.4912375,55.3470841667,0.0,None
P235+25,235.6956,24.9552155556,0.0,None
P340+51,340.824566667,50.8369444444,0.0,None
P328+46,328.646629167,45.7135419444,0.0,None
P049+41,49.247825,41.3835869444,8.01, 557732
P069+32,69.8450666667,31.5056161111,0.0,None
P069+34,69.6635458333,34.0142833333,0.0,None
P056+77,56.7473791667,76.5614605556,0.0,None
P046+51,46.8266875,51.4025402778,0.0,None
P115+32,115.4693875,31.8197880556,0.0,None
P115+37,115.96165,36.8425883333,0.0,None
P038+36,38.5993333333,36.2763433333,0.0,None
P237+17,237.057408333,17.4332958333,0.0,None
P038+34,38.477325,33.7654322222,0.0,None
P193+57,193.823204167,57.3472652778,8.03, 527865
P329+23,329.03555,23.1275938889,0.0,None
P329+21,329.046708333,20.6176086111,0.0,None
P114+19,114.326970833,19.2627052778,0.0,None
P231+10,231.718675,9.87118305556,0.0,None
P186+02,186.392904167,2.09202083333,0.0,None
P125+59,125.2726375,59.4843291667,0.0,None
P265+73,265.7246,72.8208619444,0.0,None
P231+17,231.63145,17.4009691667,0.0,None
P267+35,267.857579167,35.2020836111,0.0,None
P053+26,53.6982,26.3598805556,0.0,None
P053+24,53.71375,23.8499580556,0.0,None
P128+19,128.041095833,19.3459197222,0.0,None
P067+29,67.579075,28.9784288889,0.0,None
P314+38,314.7873125,38.0685138889,0.0,None
P020+01,20.66525,0.982895,0.0,None
P202+10,202.824054167,9.70939055556,0.0,None
P067+24,67.8701375,23.9606222222,0.0,None
P128+17,128.7034625,16.8397536111,0.0,None
P128+14,128.701766667,14.3296580556,0.0,None
P327+61,327.705775,60.7618102778,0.0,None
P327+63,327.1214625,63.2656230556,0.0,None
P252+68,252.652916667,67.7200413889,0.0,None
P034+11,34.9256,11.1451055556,0.0,None
P174+37,174.318779167,37.1694416667,9.0, 427240
P246+75,246.8517,75.2015991667,0.0,None
P356+69,356.892133333,68.5386427778,0.0,None
P265+40,265.655508333,40.2065763889,0.0,None
P201+27,201.6806375,27.2735966667,0.0,None
P201+25,201.4598375,24.7624425,0.0,None
P359+61,359.6557125,61.0375386111,0.0,None
P339+58,339.639716667,58.3547516667,0.0,None
P316+51,316.280595833,50.6293544444,0.0,None
P014+39,14.1827375,38.5782594444,0.0,None
P024+59,24.3072333333,58.7419966667,0.0,None
P339+53,339.2829625,53.3331355556,0.0,None
P243+20,243.4948625,19.9826947222,0.0,None
P004+38,4.25415416667,38.4919738889,0.0,None
P075+14,75.308875,13.9762072222,0.0,None
P019+24,19.7855166667,23.5667766667,0.0,None
P019+26,19.07255,26.0706883333,8.01, 563221
P239+10,239.601495833,9.91840333333,0.0,None
P048+64,48.7248125,63.9633980556,0.0,None
P239+17,239.770754167,17.4499527778,0.0,None
P048+61,48.1096458333,61.4499888889,0.0,None
P315+31,315.045770833,30.5408622222,0.0,None
P315+36,315.484208333,35.5643433333,0.0,None
P358+06,358.376791667,5.8098175,0.0,None
P312+28,312.6982125,28.0116491667,0.0,None
P076+29,76.4594583333,29.045065,0.0,None
P001+64,1.84685,63.5653838889,0.0,None
P358+46,358.3772625,45.9701355556,0.0,None
P076+27,76.8286333333,26.5379027778,0.0,None
P076+24,76.3704708333,24.0243930556,0.0,None
P264+35,264.689825,35.1803255556,0.0,None
P063+34,63.41905,33.9663533333,0.0,None
P264+30,264.052791667,30.1561688889,0.0,None
P063+31,63.7739708333,31.4591647222,0.0,None
P248+60,248.929725,60.1713638889,0.0,None
P248+65,248.110625,65.1830922222,0.0,None
P323+13,323.494583333,13.0404352778,0.0,None
P141+22,141.338608333,21.9323502778,0.0,None
P266+18,266.918204167,17.6256666667,0.0,None
P141+24,141.668670833,24.4442080556,0.0,None
P064+79,64.1600416667,79.1208227778,0.0,None
P141+29,141.743429167,29.4645566667,0.0,None
P213+47,213.8541125,47.4179991667,8.68, 340808
P016+49,16.2990875,48.6355877778,0.0,None
P223+52,223.430866667,52.4906386111,8.68, 260803
P223+50,223.082820833,49.9792786111,8.68, 261313
P080+44,80.1687958333,44.1313333333,0.0,None
P098+17,98.9676333333,16.6532491667,0.0,None
P223+55,223.090504167,54.9979477778,8.67, 318038
P313+10,313.236758333,10.4453880556,0.0,None
P313+15,313.493708333,15.46777,0.0,None
P241+63,241.735825,62.6349791667,8.01, 561911
P241+65,241.9407875,65.1445313889,0.0,None
P17,178.92201,45.33236,8.68, 258231
P208+62,208.037429167,62.4407730556,0.0,None
P036+64,36.9431875,63.8664836111,0.0,None
P094+34,94.6756708333,34.1942483333,0.0,None
P094+32,94.1587875,31.6808080556,0.0,None
P155+52,155.672,52.1281413889,8.01, 434248
P037+61,37.2870791667,61.3606625,8.03, 544363
P017+39,17.4949166667,38.6069011111,0.0,None
P155+57,155.529616667,57.1457405556,8.68, 294289
P155+55,155.6791,54.6374472222,8.68, 274101
P015+19,15.8221833333,18.5123791667,0.0,None
P140+12,140.607041667,11.8879516667,0.0,None
P015+16,15.3447125,15.9981208333,0.0,None
P050+51,50.9786083333,51.4361858333,0.0,None
P198+35,198.342854167,34.7855044444,0.0,None
P171+05,171.2618875,4.5230125,0.0,None
P198+30,198.321291667,29.7656163889,0.0,None
P151+67,151.386108333,67.1571863889,0.0,None
P280+58,280.815266667,57.8803769444,0.0,None
P280+68,280.098,67.9090175,0.0,None
P111+27,111.588079167,26.7755555556,0.0,None
P280+60,280.270329167,60.3853338889,0.0,None
P263+10,263.257120833,10.0703336111,0.0,None
P032+09,32.3690041667,8.61339138889,0.0,None
P346+73,346.12665,73.4589444444,0.0,None
P032+06,32.20935,6.10184527778,0.0,None
P055+16,55.772,16.33625,0.0,None
P356+28,356.7565875,28.3868180556,8.01, 548717
P091+32,91.1170875,31.6598683333,0.0,None
P308+00,308.184333333,0.363596666667,0.0,None
P308+03,308.163329167,2.87365444444,0.0,None
P091+34,91.5462625,34.1727533333,0.0,None
P356+21,356.725475,20.8563652778,0.0,None
P310+58,310.133083333,58.1070155556,0.0,None
P308+08,308.670675,7.89814416667,0.0,None
P356+26,356.037433333,25.8705138889,8.01, 554951
P236+22,236.3913625,22.4493813889,0.0,None
P119+22,119.023820833,21.8018044444,0.0,None
P236+27,236.6610875,27.4709958333,0.0,None
P122+57,122.198158333,56.9572027778,0.0,None
P207+35,207.802170833,34.8363075,0.0,None
P179+10,179.19305,9.58481444444,0.0,None
P259+05,259.576054167,5.02549166667,0.0,None
P304+25,304.348820833,25.4342994444,0.0,None
P259+00,259.0037375,0.00110416666667,8.28, 569659 570767
P179+15,179.499791667,14.606605,0.0,None
P155+19,155.489575,19.49997,0.0,None
P304+20,304.172116667,20.4127777778,0.0,None
P319+58,319.943504167,58.1876791667,0.0,None
P168+30,168.522504167,29.6093416667,0.0,None
P259+08,259.040729167,7.5319075,0.0,None
P144+29,144.719791667,29.48125,0.0,None
P134+70,134.874708333,69.5727425,0.0,None
P095+12,95.6567583333,11.6106841667,0.0,None
P176+02,176.03225,2.03783305556,0.0,None
P010+18,10.3633375,18.465045,0.0,None
P144+22,144.131291667,21.9479241667,0.0,None
P144+24,144.5124,24.4600611111,0.0,None
P176+05,176.455170833,4.55021416667,0.0,None
P254+45,254.873479167,45.1539444444,0.0,None
P254+43,254.955595833,42.64476,0.0,None
P101+17,101.669658333,16.671235,0.0,None
P114+27,114.491541667,26.7937775,0.0,None
P269+25,269.9885625,25.1770936111,0.0,None
P286+55,286.607058333,55.4141063889,0.0,None
P173+10,173.942895833,9.55735083333,0.0,None
P191+22,191.617783333,22.200255,0.0,None
P191+20,191.210304167,19.688085,0.0,None
P012+16,12.6520583333,15.9747891667,0.0,None
P172+70,172.1806,69.7748736111,0.0,None
P132+37,132.14655,36.9395541667,0.0,None
P212+42,212.806741667,42.3929930556,8.7, 271897
P031+54,31.5934,53.7854347222,0.0,None
P110+24,110.4122,24.2580986111,0.0,None
P224+63,224.8592375,62.5346488889,8.01, 590943
P077+22,77.24285,21.5207719444,0.0,None
P268+10,268.515429167,10.1063505556,0.0,None
P110+22,110.661195833,21.7496566667,0.0,None
P112+07,112.960291667,6.70356333333,0.0,None
P095+19,95.1393791667,19.1374725,0.0,None
P070+57,70.1931916667,56.6048755556,0.0,None
P068+06,68.6646541667,6.39593333333,0.0,None
P232+70,232.6199625,70.1032619444,0.0,None
P307+43,307.9099125,43.0321913889,0.0,None
P350+13,350.074454167,13.2682694444,0.0,None
P236+10,236.973766667,9.90248833333,0.0,None
P350+11,350.104795833,10.7581744444,0.0,None
P053+72,53.6863875,71.5265122222,0.0,None
P357+38,357.644583333,38.4343413889,0.0,None
P293+68,293.9060375,68.0126666667,0.0,None
P124+24,124.6139625,24.3456344444,0.0,None
P357+31,357.202691667,30.9007072222,0.0,None
P177+30,177.4572875,29.6560105556,0.0,None
P177+37,177.568020833,37.1861886111,0.0,None
P187+10,187.069079167,9.62601611111,0.0,None
P145+45,145.3360125,44.5435777778,8.01, 344322
P145+47,145.2159,47.0522833333,8.01, 344324
P324+38,324.657795833,38.150525,0.0,None
P308+33,308.573683333,32.9981316667,0.0,None
P194+40,194.6977125,39.7857772222,7.91, 350684 351480
P225+87,225.659070833,87.4383722222,0.0,None
P324+33,324.017908333,33.1253327778,0.0,None
P324+31,324.066233333,30.615775,0.0,None
P247+43,247.9187875,42.5995416667,8.01, 441550
P247+45,247.5338375,45.1067733333,8.01, 366810
P150+82,150.243766667,82.1668911111,0.0,None
P030+51,30.2504166667,51.2646216667,0.0,None
P280+05,280.366095833,5.17026694444,0.0,None
P190+17,190.9655375,17.1767491667,0.0,None
P274+08,274.7088,7.63969444444,0.0,None
P013+51,13.7239375,51.1228808333,0.0,None
P238+02,238.201875,2.37942527778,0.0,None
P238+05,238.790375,4.89316972222,0.0,None
P092+19,92.3995166667,19.1186941667,0.0,None
P238+07,238.155679167,7.39948305556,0.0,None
P046+46,46.9864333333,46.3846777778,0.0,None
P150+65,150.373595833,64.6437722222,8.03, 591631
P115+07,115.564883333,6.71986472222,0.0,None
P190+27,190.033866667,27.2118988889,0.0,None
P150+60,150.830666667,59.6292513889,0.0,None
P049+59,49.3366083333,58.9507655556,0.0,None
P049+54,49.154625,53.9308777778,8.01, 558560
P328+51,328.538995833,50.7318591667,0.0,None
P235+12,235.925904167,12.4063125,0.0,None
P290+25,290.023183333,25.32294,0.0,None
P288+38,288.518358333,37.8612813889,0.0,None
P069+09,69.0358791667,8.90884277778,0.0,None
P354+01,354.778104167,0.757994722222,0.0,None
P354+03,354.822091667,3.26867222222,0.0,None
P288+30,288.024616667,30.3278447222,0.0,None
P069+01,69.8560041667,1.38447861111,0.0,None
P038+41,38.9032041667,41.2986058333,0.0,None
P230+02,230.429883333,2.33313666667,0.0,None
P230+05,230.996775,4.84663861111,0.0,None
P230+07,230.328416667,7.35285611111,9.01, 572647 574137
P093+17,93.5643458333,16.6166238889,0.0,None
P359+21,359.495766667,20.880515,0.0,None
P300+43,300.829633333,42.9757861111,0.0,None
P093+14,93.98645,14.1094108333,0.0,None
P093+12,93.0142333333,11.5926133333,0.0,None
P290+20,290.368083333,20.3054466667,0.0,None
P354+31,354.186195833,30.8744258333,0.0,None
P042+31,42.5495458333,31.2892427778,0.0,None
P125+42,125.491291667,41.9201444444,8.01, 569311
P267+05,267.3718,5.07811972222,0.0,None
P108+02,108.696541667,1.65633888889,0.0,None
P142+09,142.450941667,9.38818083333,0.0,None
P272+65,272.873654167,65.3491630556,0.0,None
P067+39,67.3333333333,39.0162077778,0.0,None
P174+22,174.847520833,22.1124444444,0.0,None
P174+20,174.718633333,19.6017422222,0.0,None
P314+23,314.967641667,23.0101533333,0.0,None
P149+19,149.997808333,19.4702052778,0.0,None
P142+02,142.365833333,1.85721333333,0.0,None
P142+04,142.702425,4.36928777778,0.0,None
P327+56,327.831966667,55.7446919444,0.0,None
P167+25,167.274925,24.5826988889,0.0,None
P057+82,57.8136458333,81.5688286111,0.0,None
P201+30,201.303733333,29.7815208333,0.0,None
P233+48,233.00605,47.527485,8.01, 371590
P201+32,201.003666667,32.2898025,0.0,None
P195+42,195.292175,42.2988638889,8.69, 280984
P201+35,201.495308333,34.8023158333,0.0,None
P014+08,14.0467916667,8.45638416667,0.0,None
P316+41,316.644170833,40.5937972222,0.0,None
P302+03,302.979991667,2.83248333333,0.0,None
P130+12,130.024491667,11.8273080556,0.0,None
P024+49,24.1399541667,48.7030333333,0.0,None
P024+46,24.5057041667,46.1965141667,0.0,None
P243+33,243.93,32.5355111111,0.0,None
P243+30,243.109933333,30.0204888889,0.0,None
P016+08,16.6637875,8.479035,0.0,None
P130+19,130.784758333,19.3620013889,0.0,None
P075+04,75.2238083333,3.93492388889,0.0,None
P176+15,176.821270833,14.5926202778,0.0,None
P048+19,48.6067333333,18.7888805556,0.0,None
P161+12,161.771320833,12.0033316667,0.0,None
P075+01,75.0344416667,1.42331027778,0.0,None
P4Hetdex16,164.07334,52.12205,8.01, 232243
P048+11,48.1193541667,11.2542794444,0.0,None
P019+11,19.0997708333,11.0102469444,0.0,None
P048+14,48.6452083333,13.7687058333,0.0,None
P161+17,161.1741125,17.0203286111,0.0,None
P267+30,267.046995833,30.1766597222,0.0,None
P005+51,5.48002916667,51.0512638889,0.0,None
P039+66,39.5559333333,66.3965605556,0.0,None
P148+12,148.540970833,11.9320013889,0.0,None
P039+69,39.7359625,68.9059238889,0.0,None
P001+76,1.82596666667,76.100725,0.0,None
P258+23,258.809825,22.5909719444,0.0,None
P271+28,271.711083333,27.6991366667,0.0,None
P264+23,264.418108333,22.6286744444,0.0,None
P063+41,63.0614166667,41.4931469444,0.0,None
P289+28,289.2612,27.8271847222,0.0,None
P266+03,266.701504167,2.56331611111,0.0,None
P266+00,266.769095833,0.0535736111111,0.0,None
P264+25,264.2687,25.13768,0.0,None
P289+23,289.67725,22.8102694444,0.0,None
P116+24,116.092125,24.2937583333,0.0,None
P116+22,116.235941667,21.7846341667,0.0,None
P266+08,266.874283333,7.584865,0.0,None
P321+63,321.3686375,63.2172947222,0.0,None
P064+62,64.4008166667,61.5786838889,0.0,None
P217+70,217.420183333,70.0158233333,0.0,None
P321+68,321.724166667,68.2366561111,0.0,None
P025+41,25.1316708333,41.1823597222,8.01, 593429
P186+05,186.842291667,4.60454416667,0.0,None
P165+57,165.084,57.1966038889,32.44, 343240 544905
P036+79,36.8862458333,78.9029330556,0.0,None
P018+19,18.5521708333,18.5359597222,0.0,None
P21,181.04324,52.12205,8.68, 258233
P093+02,93.1596958333,1.55292861111,0.0,None
P308+51,308.122966667,50.56283,0.0,None
P208+57,208.239458333,57.4243755556,0.0,None
P265+10,265.8862,10.0882372222,0.0,None
P063+09,63.7971666667,8.86865833333,0.0,None
P094+07,94.716525,6.58397416667,0.0,None
P015+01,15.4894583333,0.938205277778,0.0,None
P017+29,17.37125,28.5660411111,8.01, 554965
P142+14,142.065833333,14.4062319444,0.0,None
P240+53,240.460554167,52.5912722222,8.01, 441680
P320+51,320.363754167,50.6631888889,0.0,None
P018+21,18.9035,21.0490666667,0.0,None
P265+13,265.090979167,12.5929327778,0.0,None
P296+53,296.106133333,52.9772013889,0.0,None
P140+27,140.606558333,26.9482297222,0.0,None
P135+42,135.9346,41.9808769444,0.0,None
P265+15,265.190454167,15.103725,0.0,None
P235+15,235.710725,14.9151233333,0.0,None
P079+57,79.6114125,56.6746158333,0.0,None
P237+30,237.131375,29.9837780556,0.0,None
P237+32,237.789954167,32.4976702778,0.0,None
P171+15,171.471883333,14.5646080556,0.0,None
P337+36,337.786179167,35.7522755556,0.0,None
P152+19,152.743575,19.4851397222,0.0,None
P248+53,248.9903625,52.6444816667,0.0,None
P011+06,11.387175,5.92311083333,0.0,None
P357+03,357.414779167,3.29121,0.0,None
P113+77,113.457066667,76.9610308333,0.0,None
P294+71,294.140716667,70.5218125,0.0,None
P344+63,344.438704167,63.4139672222,0.0,None
P100+12,100.942308333,11.6461936111,0.0,None
P032+19,32.2077583333,18.6526280556,0.0,None
P097+62,97.1804583333,61.8153877778,0.0,None
P312+36,312.301545833,35.5382911111,0.0,None
P032+11,32.2874541667,11.1228797222,0.0,None
P356+18,356.7228125,18.3462338889,0.0,None
P032+14,32.6591041667,13.6361775,0.0,None
P097+69,97.9359041667,69.3446275,0.0,None
P268+38,268.863045833,37.719025,0.0,None
P091+22,91.1606541667,21.6201911111,0.0,None
P310+46,310.133033333,45.5598736111,0.0,None
P091+27,91.3028541667,26.641225,0.0,None
P164+67,164.755183333,67.2286033333,0.0,None
P353+26,353.160795833,25.84546,0.0,None
P268+33,268.517104167,32.6967544444,0.0,None
P353+21,353.955608333,20.8323388889,0.0,None
P119+34,119.738733333,34.3559675,8.01, 547913
P045+06,45.2267125,6.21038888889,0.0,None
P119+37,119.196970833,36.8625972222,0.0,None
P236+38,236.182708333,37.5076933333,0.0,None
P236+35,236.216266667,34.9981416667,0.0,None
P209+70,209.843758333,69.9739552778,0.0,None
P334+08,334.81015,8.11595527778,0.0,None
P045+09,45.460925,8.7224,0.0,None
P200+15,200.902004167,14.7193108333,0.0,None
P123+17,123.294795833,16.8076013889,0.0,None
P287+63,287.044925,62.9443138889,8.01, 532299
P144+35,144.847870833,34.5016422222,0.0,None
P118+14,118.016541667,14.2654194444,0.0,None
P233+60,233.332141667,60.0755138889,8.03, 521332
P259+38,259.049120833,37.652195,0.0,None
P261+23,261.613783333,22.6097030556,0.0,None
P304+38,304.927745833,37.9886741667,0.0,None
P044+34,44.7072041667,33.8170361111,0.0,None
P103+02,103.517508333,1.62253,0.0,None
P095+09,95.2439208333,9.09773194444,0.0,None
P095+04,95.9823541667,4.08241361111,0.0,None
P040+54,40.3663541667,53.85886,0.0,None
P095+02,95.7491125,1.57063222222,0.0,None
P254+55,254.766166667,55.1909580556,0.0,None
P207+60,207.431808333,59.928875,8.01, 520752
P071+11,71.8805,11.4404891667,0.0,None
P071+16,71.96195,16.4613561111,0.0,None
P005+01,5.13278333333,0.848244722222,0.0,None
P311+61,311.831966667,60.6298369444,0.0,None
P286+40,286.0161125,40.3523338889,0.0,None
P286+43,286.688104167,42.8671188889,0.0,None
P132+29,132.825758333,29.4138422222,0.0,None
P112+37,112.727183333,36.8223925,0.0,None
P065+67,65.5456125,66.6043225,0.0,None
P191+32,191.815754167,32.2413611111,0.0,None
P349+81,349.050708333,80.9911594444,0.0,None
P281+63,281.354604167,62.9020833333,0.0,None
P132+22,132.9681625,21.8847113889,0.0,None
P215+20,215.9646875,19.8214288889,0.0,None
P009+51,9.603875,51.0871066667,0.0,None
P031+46,31.9906541667,46.2601405556,8.01, 413360
P031+49,31.9913041667,48.7697925,8.01, 441490
P337+08,337.424875,8.13836222222,0.0,None
P110+14,110.004675,14.2152613889,0.0,None
P284+25,284.2965375,25.2800330556,0.0,None
P284+20,284.8473125,20.2640247222,0.0,None
P284+23,284.059604167,22.7682452778,0.0,None
P279+65,279.089983333,65.3937722222,0.0,None
P005+81,5.81333333333,81.1365452778,0.0,None
