# Pointing,RA,DEC,integration time, IDs
P301+38,301.6435875,37.9626016667,0.0,None
P232+07,232.935370833,7.36823055556,0.0,None
P077+39,77.3346375,39.0912083333,0.0,None
P028+04,28.5316083333,3.56045194444,0.0,None
P350+08,350.500733333,8.25142972222,0.0,None
P223+65,223.489270833,65.03508,0.0,None
P355+06,355.777916667,5.78714055556,0.0,None
P008+06,8.7848875,5.90049472222,0.0,None
P350+06,350.571820833,5.74184444444,0.0,None
P242+35,242.538320833,35.0365647222,0.0,None
P145+72,145.239504167,72.1374491667,0.0,None
P182+55,182.572258333,54.7791538889,8.68, 260309
P253+33,253.145020833,32.5937261111,0.0,None
P305+10,305.341258333,10.3816002778,0.0,None
P305+15,305.435716667,15.4026433333,0.0,None
P326+41,326.8786875,40.6790686111,0.0,None
P199+20,199.459491667,19.7317372222,0.0,None
P194+32,194.876733333,32.2572641667,0.0,None
P344+58,344.578479167,58.3974152778,0.0,None
P077+37,77.2075916667,36.5803469444,0.0,None
P204+35,204.648408333,34.8192444444,0.0,None
P204+32,204.063,32.3062277778,0.0,None
P133+24,133.139641667,24.3957166667,0.0,None
P247+50,247.2771625,50.1242408333,9.0, 370460
P262+20,262.784833333,20.1075397222,0.0,None
P256+23,256.00625,22.5724769444,0.0,None
P192+25,192.908979167,24.7170611111,0.0,None
P257+20,257.2715,20.0707455556,0.0,None
P211+85,211.999204167,84.9643077778,0.0,None
P035+34,35.3638,33.7393941667,0.0,None
P035+36,35.38555,36.2495041667,0.0,None
P257+28,257.0966,27.5996533333,0.0,None
P328+68,328.717954167,68.2956472222,0.0,None
P013+46,13.2946458333,46.0999344444,0.0,None
P150+50,150.8989,49.5929547222,9.0, 368786
P190+12,190.8902625,12.1561875,0.0,None
P190+15,190.1977375,14.6626397222,0.0,None
P115+17,115.185625,16.75798,0.0,None
P150+57,150.757708333,57.1199511111,8.01, 426447
P235+02,235.611183333,2.36382861111,0.0,None
P11Hetdex12,172.55829,47.49272,8.01, 231639
P113+22,113.448395833,21.7672505556,0.0,None
P235+07,235.545458333,7.38377083333,0.0,None
P300+56,300.310483333,55.5193633333,0.0,None
P354+33,354.975470833,33.3912736111,8.01, 544575
P300+53,300.408033333,53.0108069444,0.0,None
P073+37,73.9842583333,36.5565061111,0.0,None
P354+38,354.337470833,38.4055480556,0.0,None
P069+11,69.2396041667,11.4205469444,0.0,None
P069+16,69.2665,16.4409827778,0.0,None
P300+58,300.337391667,58.0287380556,0.0,None
P038+51,38.5321125,51.3344027778,0.0,None
P329+43,329.190775,43.2084216667,0.0,None
P357+01,357.367375,0.7805525,0.0,None
P043+21,43.8811291667,21.2600955556,0.0,None
P329+48,329.473866667,48.2302094444,0.0,None
P230+15,230.353475,14.8833802778,0.0,None
P230+12,230.628416667,12.3748741667,0.0,None
P043+29,43.9270291667,28.7906055556,0.0,None
P042+24,42.3953208333,23.7579188889,0.0,None
P142+17,142.2291,16.9174305556,0.0,None
P042+26,42.1467458333,26.2659102778,0.0,None
P231+78,231.494829167,77.6107863889,0.0,None
P117+19,117.069229167,19.2799138889,0.0,None
P302+15,302.7508875,15.3812886111,0.0,None
P271+33,271.593704167,32.7182322222,0.0,None
P117+17,117.887066667,16.7747125,0.0,None
P271+35,271.026191667,35.224145,0.0,None
P310+48,310.071258333,48.069025,0.0,None
P174+57,174.652791667,57.2468375,0.0,None
P022+74,22.9020833333,73.7776736111,0.0,None
P149+07,149.455358333,6.9167525,0.0,None
P292+08,292.993395833,7.77482638889,0.0,None
P034+39,34.0755666667,38.7483788889,0.0,None
P252+48,252.199529167,47.6463722222,0.0,None
P201+07,201.620770833,7.19281138889,0.0,None
P201+02,201.934570833,2.1742,0.0,None
P252+40,252.105179167,40.1165313889,0.0,None
P317+53,317.6497875,53.1501216667,0.0,None
P238+15,238.38965,14.9312666667,0.0,None
P238+12,238.576420833,12.4222969444,0.0,None
P169+17,169.296570833,17.0632566667,0.0,None
P359+01,359.9554125,0.803119444444,0.0,None
P239+73,239.515108333,72.6510658333,0.0,None
P016+11,16.4659583333,10.9874819444,0.0,None
P024+39,24.1232333333,38.6639277778,0.0,None
P016+13,16.6821625,13.4995422222,0.0,None
P302+10,302.709733333,10.3606766667,0.0,None
P302+13,302.243158333,12.8671375,0.0,None
P024+31,24.3884791667,31.1363755556,0.0,None
P029+06,29.6062,6.07979888889,0.0,None
P302+18,302.2523625,17.8874575,0.0,None
P234+30,234.142920833,29.9658708333,0.0,None
P048+09,48.0797708333,8.74378611111,8.01, 455588
P234+32,234.721666667,32.4792280556,0.0,None
P019+09,19.2809333333,8.50162694444,0.0,None
P141+37,141.867175,36.9948836111,0.0,None
P075+34,75.9115208333,34.0609102778,0.0,None
P331+11,331.6660875,10.5993133333,0.0,None
P019+06,19.1946833333,5.9906825,0.0,None
P047+49,47.725875,48.9003180556,0.0,None
P076+06,76.4804166667,6.45440194444,0.0,None
P351+16,351.122104167,15.7873363889,0.0,None
P129+29,129.857916667,29.3965644444,0.0,None
P204+30,204.286675,29.797725,0.0,None
P076+09,76.8968333333,8.96765472222,0.0,None
P103+72,103.256333333,71.8865833333,0.0,None
P003+69,3.98604166667,68.6004008333,0.0,None
P350+63,350.231158333,63.4642297222,0.0,None
P267+15,267.871741667,15.1221469444,0.0,None
P267+13,267.743404167,12.6111461111,0.0,None
P221+40,221.678716667,39.9328536111,8.01, 346942
P063+52,63.4525625,51.5347527778,8.01, 558558
P197+10,197.571966667,9.6813675,0.0,None
P170+07,170.317816667,7.02820805556,0.0,None
P217+65,217.3552125,65.00041,0.0,None
P163+10,163.44385,9.50209166667,0.0,None
P217+60,217.77825,59.9858780556,8.01, 590941
P178+27,178.393529167,27.1509619444,0.0,None
P39Hetdex19,202.25563,47.49272,8.01, 242820
P163+15,163.449075,14.5223294444,0.0,None
P208+40,208.181004167,39.8579608333,0.0,None
P080+62,80.759375,61.7008152778,0.0,None
P251+15,251.78735,15.0148902778,0.0,None
P251+13,251.831533333,12.5050663889,0.0,None
P357+23,357.20915,23.3706663889,0.0,None
P014+13,14.0202375,13.4765038889,0.0,None
P196+17,196.384841667,17.2053522222,0.0,None
P241+40,241.9539,40.0525788889,8.03, 370062
P161+37,161.332083333,37.1007641667,0.0,None
P240+48,240.6782625,47.5737219444,8.01, 368728
P161+32,161.2355875,32.0806722222,0.0,None
P267+75,267.2587625,75.3364791667,0.0,None
P240+43,240.887004167,42.5557508333,8.02, 387581
P258+03,258.928508333,2.51080805556,0.0,None
P240+45,240.201875,45.0612116667,8.01, 368726
P018+31,18.341375,31.0844136111,16.03, 547127 565771
P140+39,140.9034875,39.4992741667,0.0,None
P171+20,171.971333333,19.58735,0.0,None
P237+20,237.986570833,19.9489675,0.0,None
P079+49,79.3124958333,49.1443519444,0.0,None
P044+16,44.9846166667,16.2489552778,0.0,None
P198+12,198.8346875,12.1981916667,0.0,None
P198+15,198.225675,14.7050472222,0.0,None
P248+40,248.720341667,40.0948877778,8.01, 441548
P004+18,4.906,18.4175619444,0.0,None
P343+53,343.620820833,53.3706916667,0.0,None
P332+81,332.5535125,80.8493416667,0.0,None
P248+48,248.357341667,47.6215725,9.0, 370458
P045+31,45.5797916667,31.3141480556,0.0,None
P250+18,250.626620833,17.5175327778,0.0,None
P113+02,113.875670833,1.688965,0.0,None
P273+15,273.235025,15.1596508333,0.0,None
P273+13,273.048858333,12.6482177778,0.0,None
P278+25,278.5719125,25.2381047222,0.0,None
P273+10,273.774383333,10.1432138889,0.0,None
P113+09,113.597508333,9.21772888889,0.0,None
P111+02,111.286095833,1.67264444444,0.0,None
P111+04,111.5537375,4.18452833333,0.0,None
P047+44,47.772325,43.8813713889,0.0,None
P285+30,285.0258,30.3054255556,0.0,None
P268+20,268.2974,20.1452622222,0.0,None
P006+36,6.54024166667,36.0019883333,0.0,None
P097+19,97.8829583333,19.1560236111,0.0,None
P285+38,285.239816667,37.8367338889,0.0,None
P268+28,268.785154167,27.6787119444,0.0,None
P351+76,351.060220833,76.0069197222,0.0,None
P091+14,91.3174916667,14.0910258333,0.0,None
P353+36,353.749445833,35.8905316667,0.0,None
P183+30,183.416125,29.6871613889,0.0,None
P164+70,164.690345833,69.7355461111,0.0,None
P310+73,310.024329167,73.1541194444,0.0,None
P206+07,206.839041667,7.22089722222,0.0,None
P045+14,45.9802291667,13.7469777778,0.0,None
P304+63,304.166558333,63.0767611111,0.0,None
P236+48,236.841308333,47.5504102778,8.03, 371786
P045+11,45.4802083333,11.2327302778,0.0,None
P037+44,37.0047125,43.7925480556,0.0,None
P209+42,209.3017375,42.3737811111,8.7, 271899
P184+42,184.79625,42.2434586111,8.68, 258201
P236+45,236.535470833,45.0389872222,8.03, 371784
P184+40,184.594454167,39.7326908333,9.0, 427238
P026+16,26.1184958333,16.090785,0.0,None
P144+40,144.2590625,39.5179997222,0.0,None
P233+15,233.0320125,14.8991647222,0.0,None
P118+09,118.842533333,9.25024944444,0.0,None
P179+32,179.577241667,32.1769952778,0.0,None
P118+07,118.1713375,6.73597944444,0.0,None
P287+75,287.8595625,75.4854641667,0.0,None
P319+76,319.17605,75.7345105556,0.0,None
P026+19,26.7443958333,18.6062494444,0.0,None
P179+35,179.441479167,34.6861525,0.0,None
P207+77,207.412454167,77.4749966667,0.0,None
P040+44,40.592125,43.8224030556,0.0,None
P277+75,277.535083333,75.4092777778,0.0,None
P295+88,295.759933333,87.8764630556,0.0,None
P136+32,136.81075,31.9466286111,0.0,None
P134+14,134.045520833,14.3607444444,0.0,None
P254+60,254.139216667,60.2048836111,0.0,None
P254+65,254.285429167,65.2229166667,0.0,None
P32Hetdex08,195.89191,45.33236,8.02, 232249
P280+45,280.612170833,45.3318786111,0.0,None
P335+83,335.571770833,83.365265,0.0,None
P269+43,269.0449625,42.7397175,0.0,None
P286+70,286.380333333,70.4628066667,0.0,None
P269+40,269.046791667,40.2299766667,0.0,None
P096+14,96.6556333333,14.1275811111,0.0,None
P269+45,269.571404167,45.2531888889,0.0,None
P096+17,96.2658541667,16.6350444444,0.0,None
P110+07,110.352258333,6.6870725,0.0,None
P077+01,77.6236958333,1.44243194444,0.0,None
P191+07,191.185195833,7.13749277778,0.0,None
P112+29,112.0357625,29.2884916667,0.0,None
P170+02,170.852058333,2.01069222222,0.0,None
P110+09,110.976875,9.20118416667,0.0,None
P070+72,70.1025333333,71.6536847222,0.0,None
P276+45,276.930204167,45.3051880556,0.0,None
P219+50,219.0573625,49.9564819444,8.68, 339800
P276+43,276.097883333,42.7895222222,0.0,None
P062+24,62.205625,23.9169875,0.0,None
P307+68,307.779641667,68.1221008333,0.0,None
P301+20,301.410275,20.3908997222,0.0,None
P284+10,284.29405,10.219675,0.0,None
P350+36,350.558208333,35.8627280556,0.0,None
P301+25,301.482633333,25.4115830556,0.0,None
P090+37,90.1107208333,36.6726722222,0.0,None
P090+39,90.685925,39.1864958333,0.0,None
P216+75,216.558208333,75.0223447222,0.0,None
P261+35,261.5229125,35.158885,0.0,None
P261+30,261.059166667,30.1359558333,0.0,None
P352+11,352.7397125,10.7810947222,0.0,None
P352+13,352.734066667,13.2912138889,0.0,None
P185+62,185.691625,62.3220233333,0.0,None
P259+68,259.491233333,67.76505,0.0,None
P275+23,275.639375,22.7069791667,0.0,None
P145+60,145.710295833,59.6012133333,8.01, 531751
P287+50,287.777745833,50.4041519444,0.0,None
P182+20,182.963370833,19.644855,0.0,None
P192+65,192.89725,64.8681508333,8.01, 584053
P177+12,177.652316667,12.0868722222,0.0,None
P326+53,326.295125,53.2223397222,0.0,None
P136+72,136.797433333,72.0903805556,0.0,None
P177+17,177.421333333,17.1058288889,0.0,None
P305+00,305.597916667,0.342835555556,0.0,None
P096+37,96.5680208333,36.7169752778,0.0,None
P156+45,156.2395125,44.6027327778,8.01, 351842
P194+22,194.41385,22.2149991667,0.0,None
P156+47,156.622916667,47.1143733333,8.01, 351840
P286+15,286.647483333,15.2574611111,0.0,None
P156+42,156.853708333,42.0963536111,8.01, 352758
P204+25,204.310833333,24.7777405556,0.0,None
P133+32,133.760195833,31.9291563889,0.0,None
P204+27,204.593325,27.289235,0.0,None
P204+20,204.9601875,19.7612127778,0.0,None
P012+36,12.9424166667,36.0576211111,18.56, 548627
P306+08,306.057470833,7.87715305556,0.0,None
P012+31,12.2975958333,31.0321197222,8.01, 565495
P064+59,64.4257916667,59.0699958333,0.0,None
P286+48,286.865558333,47.8877705556,0.0,None
P306+05,306.360583333,5.3693875,0.0,None
P1Hetdex15,206.49811,47.49272,8.01, 241959
P257+10,257.999345833,10.0351561111,0.0,None
P257+13,257.134795833,12.5395802778,0.0,None
P035+29,35.0687708333,28.7171861111,8.01, 532375
P257+15,257.147929167,15.0497788889,0.0,None
P035+21,35.5524166667,21.1908644444,0.0,None
P046+21,46.6589583333,21.2828636111,0.0,None
P288+13,288.9699125,12.7645625,0.0,None
P046+29,46.8811666667,28.8148041667,0.0,None
P288+18,288.656179167,17.7824291667,0.0,None
P150+40,150.9728875,39.5548838889,8.27, 349270
P300+23,300.911708333,22.8970383333,0.0,None
P073+29,73.4986958333,29.0231008333,0.0,None
P181+10,181.8183,9.5985375,0.0,None
P073+24,73.5365583333,24.0033644444,0.0,None
P119+04,119.340191667,4.23298083333,0.0,None
P073+27,73.935375,26.5163641667,0.0,None
P354+23,354.3894625,23.3460961111,0.0,None
P139+07,139.0260375,6.85879027778,0.0,None
P013+26,13.3100916667,26.0208691667,16.03, 547125 565769
P139+02,139.7727,1.84267166667,0.0,None
P009+46,9.5620125,46.0675391667,0.0,None
P230+63,230.478466667,62.5672816667,8.01, 561909
P329+76,329.73745,75.8233108333,0.0,None
P193+07,193.793979167,7.15123833333,0.0,None
P093+37,93.3389,36.6949797222,0.0,None
P117+29,117.973120833,29.3253308333,8.01, 590175
P265+28,265.862208333,27.6585561111,0.0,None
P042+16,42.2885291667,16.2267580556,0.0,None
P271+20,271.0548375,20.1644738889,0.0,None
P265+20,265.540279167,20.1262836111,0.0,None
P41Hetdex,202.25563,52.12205,8.0, 239678
P174+40,174.498929167,39.6799077778,9.0, 403938
P280+28,280.482329167,27.7619905556,0.0,None
P174+42,174.311833333,42.1888305556,0.0,None
P202+22,202.803795833,22.2596411111,0.0,None
P202+20,202.2097,19.74643,0.0,None
P149+32,149.018704167,32.0148222222,0.0,None
P201+12,201.4831,12.2123222222,0.0,None
P190+37,190.5722375,37.2542666667,0.0,None
P195+27,195.856445833,27.2426005556,0.0,None
P201+17,201.805008333,17.2342113889,0.0,None
P195+25,195.758920833,24.7321127778,0.0,None
P355+11,355.374779167,10.8040422222,0.0,None
P355+13,355.3939375,13.3143783333,0.0,None
P013+74,13.6424083333,73.69804,0.0,None
P238+60,238.5263375,60.1067105556,0.0,None
P013+71,13.1409916667,71.187275,0.0,None
P310+03,310.755029167,2.89460194444,0.0,None
P359+18,359.451666667,18.3700888889,0.0,None
P048+36,48.2346708333,36.3556766667,8.01, 557734
P048+31,48.6097166667,31.3388586111,0.0,None
P126+49,126.9652375,49.4575652778,0.0,None
P239+68,239.0065375,67.634405,8.01, 589831
P024+21,24.4485375,21.0967355556,0.0,None
P016+26,16.1910125,26.0458116667,8.01, 552153
P016+21,16.126925,21.0251183333,0.0,None
P024+26,24.8374583333,26.1201983333,8.01, 523030
P283+43,283.156558333,42.8408719444,0.0,None
P129+34,129.1495,34.4124388889,0.0,None
P358+13,358.0540875,13.3375625,0.0,None
P358+11,358.0101,10.8270105556,0.0,None
P103+09,103.1089875,9.15037027778,0.0,None
P148+37,148.3515,37.0307836111,0.0,None
P211+50,211.012066667,49.9118386111,8.7, 341406
P270+23,270.0279375,22.6673411111,0.0,None
P303+08,303.4444,7.85632833333,0.0,None
P216+27,216.248275,27.3530130556,0.0,None
P303+05,303.760770833,5.34865027778,0.0,None
P303+00,303.007391667,0.322405555556,0.0,None
P245+35,245.700454167,35.0562227778,0.0,None
P197+22,197.2102125,22.229805,0.0,None
P266+65,266.667625,65.3058013889,0.0,None
P266+68,266.345520833,67.8114680556,0.0,None
P116+44,116.3164625,44.3740338889,0.0,None
P120+80,120.278166667,79.5035833333,0.0,None
P170+32,170.4039875,32.1289758333,0.0,None
P165+30,165.545179167,29.5934916667,0.0,None
P255+10,255.370675,10.0178783333,0.0,None
P217+57,217.864466667,57.4774819444,8.03, 584595
P205+22,205.6010625,22.2746972222,0.0,None
P106+02,106.107008333,1.63943,0.0,None
P251+05,251.780954167,4.97430138889,0.0,None
P251+07,251.2081,7.48078833333,0.0,None
P251+02,251.155808333,2.46010583333,0.0,None
P196+12,196.1864,12.1841325,0.0,None
P160+27,160.944920833,27.0593888889,0.0,None
P163+80,163.6172625,79.7444972222,0.0,None
P241+58,241.994925,57.6190452778,0.0,None
P160+22,160.880304167,22.0388461111,0.0,None
P160+20,160.982354167,19.5293611111,0.0,None
P196+07,196.402845833,7.16503361111,0.0,None
P196+02,196.7539375,2.14657472222,0.0,None
P241+55,241.172133333,55.1048869444,8.01, 439422
P161+25,161.582216667,24.5525808333,0.0,None
P180+22,180.43645,22.1417111111,0.0,None
P258+18,258.774708333,17.5706019444,0.0,None
P137+27,137.702745833,26.9318275,0.0,None
P40Hetdex19,204.37687,45.33236,8.01, 242822
P171+30,171.503041667,29.6248255556,0.0,None
P171+37,171.070291667,37.1521711111,0.0,None
P135+60,135.4825625,59.5438213889,0.0,None
P237+58,237.1612625,57.5895594444,8.01, 433022
P018+01,18.0764625,0.960816666667,0.0,None
P018+03,18.1595833333,3.47152444444,0.0,None
P14Hetdex04,174.67953,49.74803,8.01, 229509
P044+04,44.0933958333,3.69077222222,0.0,None
P079+74,79.3839916667,74.2281188889,0.0,None
P079+77,79.225625,76.7312336111,0.0,None
P250+23,250.402208333,22.5361919444,0.0,None
P343+41,343.9658625,40.8253069444,0.0,None
P343+43,343.415208333,43.3303241667,0.0,None
P151+55,151.2061125,54.6132775,0.0,None
P151+52,151.454129167,52.1053619444,8.01, 589741
P282+20,282.088116667,20.2436527778,0.0,None
P124+77,124.996270833,77.0309658333,0.0,None
P081+19,81.4432333333,19.0413222222,0.0,None
P255+78,255.8536,77.7624036111,0.0,None
P206+37,206.8442125,37.3409327778,0.0,None
P285+05,285.564345833,5.20855416667,0.0,None
P339+33,339.4849,33.2570138889,0.0,None
P268+55,268.390483333,55.2826766667,0.0,None
P097+07,97.32225,6.6016625,0.0,None
P097+09,97.8654833333,9.11548388889,0.0,None
P169+27,169.667420833,27.1052627778,0.0,None
P169+20,169.223379167,19.5729261111,0.0,None
P169+22,169.259758333,22.0831433333,0.0,None
P353+08,353.1163375,8.27437777778,0.0,None
P209+55,209.559895833,54.9225833333,32.68, 341978
P155+32,155.12605,32.0478830556,0.0,None
P222+80,222.980583333,80.0605258333,0.0,None
P164+40,164.411129167,39.6268816667,8.01, 441714
P183+22,183.231354167,22.1562811111,0.0,None
P310+66,310.338879167,65.6348361111,0.0,None
P120+07,120.777875,6.75191333333,0.0,None
P120+69,120.049891667,69.4855327778,0.0,None
P353+06,353.173370833,5.76448027778,0.0,None
P045+24,45.2238625,23.7811919444,0.0,None
P119+19,119.811775,19.2965755556,0.0,None
P184+57,184.2301875,57.2968997222,8.01, 414813
P119+12,119.446933333,11.7640786111,0.0,None
P236+55,236.647204167,55.0773697222,8.01, 516344
P345+16,345.742729167,15.7406286111,0.0,None
P233+02,233.020533333,2.34840083333,0.0,None
P287+08,287.768625,7.73521194444,0.0,None
P233+05,233.594591667,4.86198166667,0.0,None
P304+18,304.972570833,17.9090608333,0.0,None
P271+50,271.548858333,50.2860430556,0.0,None
P287+03,287.431116667,2.71229777778,0.0,None
P259+50,259.4027625,50.2028675,0.0,None
P304+13,304.898458333,12.8882202778,0.0,None
P259+55,259.304145833,55.2208844444,0.0,None
P134+09,134.580429167,9.34359388889,0.0,None
P207+05,207.618983333,4.7149725,0.0,None
P134+02,134.593120833,1.81318583333,0.0,None
P301+05,301.161004167,5.32808472222,0.0,None
P134+04,134.914533333,4.32521055556,0.0,None
P143+52,143.027016667,52.0590363889,8.01, 531753
P096+24,96.2205666667,24.1649122222,0.0,None
P096+22,96.7304333333,21.6583313889,0.0,None
P286+68,286.9933375,67.9600925,0.0,None
P280+33,280.827929167,32.7844305556,0.0,None
P270+53,270.362183333,52.7871322222,0.0,None
P295+38,295.078716667,37.9113322222,0.0,None
P280+35,280.5372625,35.2922116667,0.0,None
P271+58,271.08525,57.8105963889,0.0,None
P193+20,193.959783333,19.7025747222,0.0,None
P111+19,111.584991667,19.2454633333,0.0,None
P065+44,65.7534625,44.0236616667,8.01, 414825
P065+47,65.7784416667,46.5335341667,8.01, 414827
P232+25,232.840545833,24.9382094444,0.0,None
P307+10,307.972891667,10.4026980556,0.0,None
P228+40,228.433183333,39.9716605556,8.01, 401461
P279+43,279.626491667,42.81525,0.0,None
P279+40,279.224354167,40.3023233333,0.0,None
P070+04,70.0347791667,3.89604333333,0.0,None
P031+61,31.8874833333,61.3153611111,0.0,None
P106+19,106.101925,19.2103413889,0.0,None
P031+64,31.0677916667,63.8171425,7.81, 565603
P350+26,350.284804167,25.8204344444,0.0,None
P352+03,352.232416667,3.24604305556,0.0,None
P352+01,352.189491667,0.735456111111,0.0,None
P090+04,90.7923666667,4.04676472222,0.0,None
P350+28,350.8730875,28.3355855556,8.01, 562685
P167+12,167.064425,12.0313411111,0.0,None
P284+00,284.888191667,0.183113888889,0.0,None
P090+02,90.5703,1.53521111111,0.0,None
P261+43,261.997575,42.6914719444,0.0,None
P216+42,216.315916667,42.4124136111,8.68, 340574
P187+37,187.320091667,37.2371977778,0.0,None
P185+12,185.594658333,12.1284055556,0.0,None
P287+45,287.981316667,45.3865186111,0.0,None
P185+17,185.547066667,17.1483222222,0.0,None
P212+17,212.647870833,17.2930241667,0.0,None
P182+32,182.636054167,32.1929855556,0.0,None
P182+35,182.590133333,34.7026147222,0.0,None
P133+07,133.811858333,6.82902777778,0.0,None
P192+10,192.320308333,9.65360055556,0.0,None
P253+18,253.341208333,17.5350361111,0.0,None
P192+15,192.873529167,14.6767216667,0.0,None
P214+07,214.670583333,7.26375166667,0.0,None
P247+18,247.9122875,17.5002766667,0.0,None
P023+56,23.3770916667,56.2248572222,0.0,None
P199+02,199.344241667,2.16033833333,0.0,None
P199+05,199.827341667,4.67331944444,0.0,None
P199+07,199.011754167,7.17888805556,0.0,None
P156+75,156.940779167,74.7062722222,0.0,None
P204+12,204.1316625,12.22653,0.0,None
P194+10,194.948333333,9.66745722222,0.0,None
P204+17,204.5154125,17.2487625,0.0,None
P345+18,345.817166667,18.2515083333,0.0,None
P281+23,281.252445833,22.7475844444,0.0,None
P166+15,166.123175,14.5364713889,0.0,None
P166+17,166.588879167,17.0490002778,0.0,None
P256+05,256.9776375,5.00809972222,0.0,None
P142+32,142.9135875,31.9810122222,0.0,None
P281+25,281.433979167,25.2589444444,0.0,None
P299+50,299.976691667,50.4979763889,0.0,None
P250+10,250.113758333,9.983935,0.0,None
P247+70,247.886025,70.1967772222,0.0,None
P109+17,109.777258333,16.72405,0.0,None
P028+36,28.9676125,36.1953163889,0.0,None
P049+01,49.143175,1.22180777778,0.0,None
P131+09,131.95715,9.32844388889,0.0,None
P034+19,34.94,18.6756433333,0.0,None
P131+07,131.2049,6.8139275,0.0,None
P092+47,92.1745833333,46.7259036111,0.0,None
P004+44,4.79998333333,43.5163708333,0.0,None
P313+41,313.235558333,40.5656319444,0.0,None
P277+18,277.784841667,17.7022533333,0.0,None
P004+41,4.52080416667,41.0041408333,0.0,None
P275+38,275.410658333,37.7650394444,0.0,None
P163+45,163.5146625,44.6415108333,9.0, 403968
P074+16,74.6612791667,16.4815205556,0.0,None
P150+30,150.665516667,29.5138091667,0.0,None
P004+49,4.5575375,48.5336552778,0.0,None
P163+42,163.830645833,42.1335325,9.0, 403966
P073+19,73.2321666667,18.9809488889,0.0,None
P181+05,181.6486375,4.57736638889,0.0,None
P093+24,93.3850833333,24.1456027778,0.0,None
P354+58,354.4739625,58.4833888889,0.0,None
P093+22,93.9453583333,21.6393772222,0.0,None
P074+22,74.46045,21.5001969444,0.0,None
P181+02,181.215416667,2.06491805556,0.0,None
P154+07,154.670504167,6.94507444444,0.0,None
P278+70,278.639908333,70.4057122222,0.0,None
P157+40,157.690266667,39.5913027778,8.01, 352760
P139+14,139.3900125,14.3912113889,0.0,None
P139+17,139.523533333,16.9020452778,0.0,None
P260+65,260.471658333,65.2636872222,0.0,None
P193+12,193.538245833,12.170135,0.0,None
P230+73,230.831875,72.5990352778,0.0,None
P329+66,329.233325,65.7919405556,0.0,None
P355+08,355.7321125,8.29721666667,0.0,None
P193+17,193.675833333,17.1910241667,0.0,None
P142+70,142.306125,69.6146508333,0.0,None
P265+38,265.590770833,37.6963347222,0.0,None
P042+09,42.8422375,8.700865,0.0,None
P002+46,2.10332083333,46.0026138889,0.0,None
P265+33,265.441275,32.6756861111,0.0,None
P283+15,283.964504167,15.2372947222,0.0,None
P034+16,34.2021208333,16.1593208333,0.0,None
P020+39,20.809125,38.6354513889,0.0,None
P283+13,283.6621,12.7249361111,0.0,None
P149+22,149.711829167,21.9786758333,0.0,None
P283+18,283.2199,17.7418986111,0.0,None
P149+27,149.320529167,26.9965211111,0.0,None
P022+14,22.0067833333,13.5454272222,0.0,None
P195+30,195.3393375,29.7498036111,0.0,None
P104+39,104.054916667,39.2765894444,0.0,None
P162+65,162.486783333,64.7087230556,0.0,None
P195+35,195.191045833,34.7687902778,0.0,None
P082+01,82.8022708333,1.48007555556,0.0,None
P253+07,253.818854167,7.4976275,0.0,None
P106+37,106.2608375,36.7812222222,0.0,None
P013+66,13.7883875,66.1775722222,0.0,None
P013+64,13.5039583333,63.6666983333,0.0,None
P056+01,56.9103166667,1.2841125,0.0,None
P048+24,48.0529125,23.8042930556,0.0,None
P046+56,46.7263541667,56.4204425,0.0,None
P130+24,130.297370833,24.3792113889,0.0,None
P302+35,302.762004167,35.4615727778,0.0,None
P016+36,16.1452,36.08535,0.0,None
P239+50,239.205,50.0742188889,8.01, 516342
P016+34,16.7027416667,33.5802355556,8.01, 529863
P047+26,47.9212958333,26.3132658333,0.0,None
P075+52,75.9531125,51.6292191667,0.0,None
P234+10,234.349166667,9.88674972222,9.01, 572649 574139
P234+17,234.344320833,17.4170422222,0.0,None
P075+54,75.6098333333,54.1360588889,0.0,None
P195+77,195.465125,77.4111672222,0.0,None
P211+40,211.554041667,39.8763855556,8.01, 352208
P345+48,345.040783333,48.3638077778,0.0,None
P270+30,270.043416667,30.1974305556,0.0,None
P101+24,101.897125,24.2028952778,0.0,None
P103+57,103.231045833,56.8379138889,0.0,None
P231+50,231.139554167,50.0259533333,8.01, 433024
P231+53,231.94085,52.5400544444,8.01, 470140
P303+30,303.0290875,30.4438191667,0.0,None
P117+39,117.440670833,39.3615361111,8.01, 423937
P266+58,266.2245875,57.7768422222,0.0,None
P197+37,197.078783333,37.2888333333,0.0,None
P197+32,197.938270833,32.2734861111,0.0,None
P266+53,266.082195833,52.7574633333,0.0,None
P170+25,170.1218,24.5976763889,0.0,None
P060+74,60.3843333333,74.0853538889,8.01, 555005
P217+47,217.681345833,47.4392794444,8.68, 276260
P194+05,194.633166667,4.64551944444,0.0,None
P169+35,169.999266667,34.6367225,0.0,None
P208+22,208.398608333,22.2898577778,0.0,None
P242+10,242.23125,9.9345025,0.0,None
P107+17,107.074470833,16.70656,0.0,None
P166+20,166.476129167,19.5584577778,0.0,None
P255+40,255.491095833,40.1385211111,0.0,None
P217+12,217.376645833,12.2990741667,0.0,None
P025+36,25.760325,36.1679991667,8.01, 593183
P024+14,24.6694791667,13.5682569444,0.0,None
P024+11,24.3742333333,11.0556777778,0.0,None
P024+19,24.0132791667,18.5829077778,0.0,None
P359+28,359.6994,28.4124669444,8.01, 562687
